model,log_MSE,log_MAPE,n_eval
MLR,0.5602755427151326,10.892725313788954,75
LASSO,0.5605859092138149,10.89660481903064,75
SVR,0.5826014398643413,11.037431797258467,75
XGBoost,0.5880361893169711,11.0837993783027,75
LSTM,,,0
MeanComb,0.562702255067395,10.863642789564508,75
MedianComb,0.5638082590946731,10.884620228569752,75
TrimmedMeanComb,0.5638082590946731,10.884620228569752,75
DMSPE_1.0,0.5633275404439622,10.869525463676414,75
DMSPE_0.9,0.563395883589112,10.869257578881971,75
